F, 0.47, 0.375, 0.125, 0.5615, 0.252, 0.137, 0.18, negative
I, 0.61, 0.475, 0.15, 0.9665, 0.4145, 0.2, 0.345, negative
I, 0.56, 0.425, 0.14, 0.9175, 0.4005, 0.1975, 0.26, negative
M, 0.37, 0.285, 0.1, 0.228, 0.0675, 0.0675, 0.081, negative
F, 0.37, 0.28, 0.11, 0.2305, 0.0945, 0.0465, 0.075, negative
F, 0.395, 0.295, 0.095, 0.2245, 0.078, 0.054, 0.08, negative
M, 0.45, 0.335, 0.125, 0.349, 0.119, 0.1055, 0.115, negative
M, 0.55, 0.45, 0.15, 1.0145, 0.407, 0.2015, 0.2875, negative
F, 0.635, 0.5, 0.15, 1.376, 0.6495, 0.361, 0.31, negative
F, 0.625, 0.48, 0.17, 1.3525, 0.6235, 0.278, 0.365, negative
M, 0.625, 0.49, 0.175, 1.3325, 0.5705, 0.271, 0.405, negative
F, 0.645, 0.5, 0.16, 1.2465, 0.5475, 0.327, 0.3, negative
M, 0.66, 0.495, 0.195, 1.6275, 0.594, 0.3595, 0.485, negative
F, 0.675, 0.57, 0.225, 1.587, 0.739, 0.2995, 0.435, negative
M, 0.605, 0.48, 0.17, 1.1835, 0.582, 0.2365, 0.317, negative
F, 0.655, 0.51, 0.175, 1.415, 0.5885, 0.3725, 0.364, negative
M, 0.58, 0.46, 0.155, 1.4395, 0.6715, 0.273, 0.2955, negative
M, 0.59, 0.455, 0.155, 0.8855, 0.388, 0.188, 0.275, negative
M, 0.61, 0.475, 0.17, 1.0265, 0.435, 0.2335, 0.3035, negative
F, 0.615, 0.475, 0.155, 1.004, 0.4475, 0.193, 0.2895, negative
M, 0.62, 0.51, 0.175, 1.2815, 0.5715, 0.2385, 0.39, negative
M, 0.655, 0.49, 0.175, 1.3585, 0.6395, 0.294, 0.365, negative
F, 0.66, 0.495, 0.21, 1.548, 0.724, 0.3525, 0.3925, negative
F, 0.665, 0.53, 0.18, 1.491, 0.6345, 0.342, 0.435, negative
M, 0.625, 0.52, 0.175, 1.4105, 0.691, 0.322, 0.3465, negative
F, 0.645, 0.515, 0.175, 1.546, 0.7035, 0.365, 0.415, negative
F, 0.665, 0.515, 0.18, 1.389, 0.5945, 0.324, 0.395, negative
I, 0.56, 0.445, 0.15, 0.8225, 0.3685, 0.187, 0.236, negative
M, 0.595, 0.45, 0.145, 0.959, 0.463, 0.2065, 0.2535, negative
F, 0.61, 0.465, 0.16, 1.0725, 0.4835, 0.2515, 0.28, negative
M, 0.615, 0.47, 0.16, 1.0175, 0.473, 0.2395, 0.28, negative
F, 0.635, 0.49, 0.175, 1.2435, 0.5805, 0.313, 0.305, negative
F, 0.64, 0.505, 0.165, 1.2235, 0.5215, 0.2695, 0.36, negative
M, 0.645, 0.505, 0.15, 1.1605, 0.519, 0.2615, 0.335, negative
F, 0.67, 0.55, 0.155, 1.566, 0.858, 0.339, 0.354, negative
F, 0.55, 0.38, 0.165, 1.205, 0.543, 0.294, 0.3345, negative
M, 0.55, 0.42, 0.16, 1.3405, 0.6325, 0.311, 0.344, negative
M, 0.585, 0.455, 0.145, 0.953, 0.3945, 0.2685, 0.258, negative
I, 0.515, 0.415, 0.135, 0.7125, 0.285, 0.152, 0.245, negative
I, 0.55, 0.435, 0.14, 0.7995, 0.295, 0.1905, 0.238, negative
M, 0.58, 0.44, 0.15, 1.0465, 0.518, 0.2185, 0.2795, negative
M, 0.595, 0.455, 0.15, 0.886, 0.4315, 0.201, 0.223, negative
M, 0.6, 0.475, 0.15, 0.99, 0.386, 0.2195, 0.3105, negative
F, 0.61, 0.46, 0.145, 1.1185, 0.478, 0.2945, 0.2985, negative
F, 0.705, 0.535, 0.22, 1.866, 0.929, 0.3835, 0.4395, negative
M, 0.505, 0.385, 0.115, 0.4825, 0.21, 0.1035, 0.1535, negative
M, 0.61, 0.49, 0.16, 1.112, 0.465, 0.228, 0.341, negative
M, 0.585, 0.48, 0.185, 1.04, 0.434, 0.265, 0.285, negative
F, 0.59, 0.455, 0.175, 0.966, 0.391, 0.2455, 0.31, negative
M, 0.37, 0.29, 0.09, 0.241, 0.11, 0.045, 0.069, negative
F, 0.505, 0.375, 0.115, 0.5895, 0.2635, 0.12, 0.167, negative
M, 0.54, 0.415, 0.17, 0.879, 0.339, 0.208, 0.255, negative
M, 0.35, 0.26, 0.09, 0.198, 0.0725, 0.056, 0.06, negative
M, 0.605, 0.475, 0.175, 1.201, 0.5395, 0.275, 0.309, negative
F, 0.705, 0.56, 0.205, 2.381, 0.9915, 0.5005, 0.624, negative
M, 0.77, 0.6, 0.215, 2.1945, 1.0515, 0.482, 0.584, negative
F, 0.65, 0.535, 0.175, 1.2895, 0.6095, 0.2765, 0.344, negative
M, 0.66, 0.515, 0.165, 1.4465, 0.694, 0.298, 0.3755, negative
M, 0.535, 0.43, 0.155, 0.7845, 0.3285, 0.169, 0.245, negative
F, 0.57, 0.445, 0.155, 1.017, 0.5265, 0.2025, 0.265, negative
M, 0.585, 0.465, 0.165, 0.885, 0.4025, 0.1625, 0.274, negative
F, 0.615, 0.46, 0.15, 1.0265, 0.4935, 0.201, 0.2745, negative
F, 0.62, 0.48, 0.165, 1.0125, 0.5325, 0.4365, 0.324, negative
M, 0.63, 0.525, 0.195, 1.3135, 0.4935, 0.2565, 0.465, negative
M, 0.64, 0.485, 0.15, 1.098, 0.5195, 0.222, 0.3175, negative
M, 0.64, 0.495, 0.17, 1.139, 0.5395, 0.282, 0.285, negative
M, 0.64, 0.515, 0.08, 1.042, 0.515, 0.1755, 0.175, negative
F, 0.72, 0.55, 0.18, 1.52, 0.637, 0.325, 0.435, negative
I, 0.545, 0.43, 0.15, 0.742, 0.3525, 0.158, 0.208, negative
M, 0.595, 0.46, 0.17, 1.1295, 0.57, 0.2555, 0.265, negative
M, 0.62, 0.475, 0.195, 1.3585, 0.5935, 0.3365, 0.3745, negative
F, 0.63, 0.485, 0.185, 1.167, 0.548, 0.2485, 0.34, negative
M, 0.635, 0.485, 0.18, 1.1795, 0.4785, 0.2775, 0.355, negative
F, 0.66, 0.525, 0.18, 1.5965, 0.7765, 0.397, 0.3605, negative
M, 0.555, 0.405, 0.19, 1.406, 0.6115, 0.342, 0.389, negative
M, 0.645, 0.505, 0.165, 1.307, 0.4335, 0.262, 0.52, negative
M, 0.425, 0.34, 0.12, 0.388, 0.149, 0.087, 0.125, negative
F, 0.545, 0.435, 0.15, 0.6855, 0.2905, 0.145, 0.225, negative
F, 0.385, 0.305, 0.125, 0.314, 0.146, 0.0555, 0.08, negative
F, 0.475, 0.375, 0.125, 0.588, 0.237, 0.1715, 0.155, negative
M, 0.56, 0.44, 0.16, 1.1115, 0.5035, 0.2785, 0.26, negative
M, 0.53, 0.43, 0.135, 0.879, 0.28, 0.2165, 0.25, negative
M, 0.635, 0.495, 0.155, 1.3635, 0.583, 0.2985, 0.295, negative
M, 0.67, 0.525, 0.18, 1.6615, 0.8005, 0.3645, 0.43, negative
I, 0.525, 0.405, 0.125, 0.657, 0.2985, 0.1505, 0.168, negative
I, 0.535, 0.45, 0.155, 0.8075, 0.3655, 0.148, 0.2595, negative
M, 0.6, 0.47, 0.16, 1.012, 0.441, 0.2015, 0.305, negative
F, 0.65, 0.52, 0.195, 1.281, 0.5985, 0.246, 0.3825, negative
M, 0.66, 0.51, 0.18, 1.261, 0.5, 0.2335, 0.339, negative
M, 0.685, 0.55, 0.19, 1.885, 0.89, 0.41, 0.4895, negative
M, 0.615, 0.505, 0.165, 1.167, 0.4895, 0.2955, 0.345, negative
F, 0.555, 0.44, 0.14, 0.846, 0.346, 0.1715, 0.2735, negative
I, 0.575, 0.45, 0.145, 0.795, 0.364, 0.1505, 0.26, negative
F, 0.645, 0.51, 0.155, 1.129, 0.5015, 0.24, 0.342, negative
F, 0.695, 0.535, 0.175, 1.361, 0.5465, 0.2815, 0.465, negative
M, 0.515, 0.385, 0.13, 0.623, 0.2855, 0.1285, 0.175, negative
M, 0.595, 0.46, 0.155, 1.03, 0.4275, 0.207, 0.3305, negative
F, 0.565, 0.455, 0.13, 1.058, 0.439, 0.2645, 0.3, negative
F, 0.35, 0.275, 0.065, 0.205, 0.0745, 0.0465, 0.07, negative
M, 0.6, 0.465, 0.155, 1.262, 0.6245, 0.2455, 0.33, negative
F, 0.69, 0.58, 0.195, 1.658, 0.708, 0.3615, 0.4715, negative
F, 0.635, 0.5, 0.18, 1.2565, 0.539, 0.292, 0.35, negative
M, 0.62, 0.465, 0.145, 0.911, 0.375, 0.2145, 0.278, negative
I, 0.595, 0.475, 0.155, 0.984, 0.4865, 0.184, 0.2755, negative
I, 0.55, 0.445, 0.11, 0.7935, 0.378, 0.142, 0.26, negative
I, 0.57, 0.425, 0.14, 0.7655, 0.331, 0.14, 0.24, negative
M, 0.58, 0.45, 0.14, 0.824, 0.3465, 0.1765, 0.263, negative
I, 0.585, 0.47, 0.17, 0.985, 0.3695, 0.2395, 0.315, negative
F, 0.645, 0.535, 0.19, 1.2395, 0.468, 0.2385, 0.424, negative
M, 0.695, 0.53, 0.21, 1.51, 0.664, 0.4095, 0.385, negative
M, 0.52, 0.385, 0.165, 0.791, 0.375, 0.18, 0.1815, negative
M, 0.645, 0.53, 0.195, 1.39, 0.6465, 0.2945, 0.3735, negative
M, 0.575, 0.46, 0.155, 0.892, 0.4415, 0.176, 0.22, negative
M, 0.635, 0.51, 0.155, 0.986, 0.405, 0.2255, 0.31, negative
I, 0.515, 0.35, 0.105, 0.4745, 0.213, 0.123, 0.1275, negative
F, 0.65, 0.51, 0.185, 1.375, 0.531, 0.384, 0.3985, negative
M, 0.55, 0.44, 0.135, 0.879, 0.368, 0.2095, 0.265, negative
F, 0.52, 0.425, 0.15, 0.813, 0.385, 0.2015, 0.23, negative
I, 0.47, 0.375, 0.105, 0.468, 0.1665, 0.108, 0.17, negative
F, 0.625, 0.475, 0.16, 1.3335, 0.605, 0.2875, 0.319, negative
M, 0.655, 0.505, 0.165, 1.27, 0.6035, 0.262, 0.335, negative
I, 0.54, 0.415, 0.155, 0.702, 0.322, 0.167, 0.19, negative
M, 0.54, 0.435, 0.18, 0.996, 0.3835, 0.226, 0.325, positive
F, 0.68, 0.55, 0.21, 1.7445, 0.5975, 0.305, 0.625, positive
M, 0.53, 0.415, 0.175, 0.7395, 0.261, 0.1395, 0.2645, positive
M, 0.575, 0.4, 0.155, 0.9325, 0.3605, 0.2445, 0.3, positive
I, 0.535, 0.42, 0.145, 0.926, 0.398, 0.1965, 0.25, positive
F, 0.5, 0.38, 0.155, 0.655, 0.2405, 0.143, 0.205, positive
F, 0.53, 0.42, 0.13, 1.001, 0.34, 0.226, 0.265, positive
F, 0.665, 0.535, 0.19, 1.496, 0.5775, 0.2815, 0.475, positive
F, 0.72, 0.56, 0.175, 1.7265, 0.637, 0.3415, 0.525, positive
F, 0.53, 0.43, 0.17, 0.775, 0.35, 0.152, 0.235, positive
I, 0.59, 0.465, 0.195, 1.0885, 0.3685, 0.187, 0.375, positive
M, 0.585, 0.455, 0.125, 1.027, 0.391, 0.212, 0.25, positive
M, 0.595, 0.48, 0.165, 1.262, 0.4835, 0.283, 0.41, positive
M, 0.565, 0.425, 0.16, 0.9425, 0.3495, 0.2185, 0.275, positive
F, 0.495, 0.4, 0.155, 0.6445, 0.242, 0.1325, 0.205, positive
F, 0.69, 0.56, 0.215, 1.719, 0.68, 0.299, 0.47, positive
F, 0.665, 0.555, 0.195, 1.4385, 0.581, 0.354, 0.36, positive
M, 0.665, 0.54, 0.175, 1.347, 0.4955, 0.254, 0.415, positive
M, 0.625, 0.5, 0.195, 1.369, 0.5875, 0.2185, 0.37, positive
F, 0.625, 0.485, 0.19, 1.1745, 0.4385, 0.2305, 0.42, positive
I, 0.65, 0.515, 0.16, 1.1625, 0.495, 0.203, 0.33, positive
F, 0.63, 0.48, 0.175, 1.3675, 0.5015, 0.3035, 0.515, positive
F, 0.5, 0.385, 0.105, 0.498, 0.1795, 0.1095, 0.17, positive
F, 0.555, 0.435, 0.165, 0.97, 0.336, 0.2315, 0.295, positive
F, 0.49, 0.36, 0.11, 0.5005, 0.161, 0.107, 0.195, positive
F, 0.52, 0.405, 0.14, 0.8175, 0.2795, 0.183, 0.26, positive
F, 0.66, 0.52, 0.2, 1.676, 0.673, 0.4805, 0.45, positive
F, 0.54, 0.44, 0.135, 0.959, 0.2385, 0.221, 0.3, positive
F, 0.53, 0.425, 0.17, 0.949, 0.3485, 0.2395, 0.278, positive
M, 0.655, 0.58, 0.205, 2.0805, 0.959, 0.3415, 0.601, positive
M, 0.73, 0.595, 0.23, 2.8255, 1.1465, 0.419, 0.897, positive
M, 0.775, 0.57, 0.22, 2.032, 0.735, 0.4755, 0.6585, positive
M, 0.62, 0.495, 0.175, 1.806, 0.643, 0.3285, 0.725, positive
F, 0.715, 0.565, 0.24, 2.1995, 0.7245, 0.465, 0.885, positive
M, 0.565, 0.47, 0.195, 1.142, 0.387, 0.258, 0.35, positive
M, 0.63, 0.51, 0.23, 1.539, 0.5635, 0.2815, 0.57, positive
M, 0.58, 0.465, 0.175, 1.035, 0.401, 0.1865, 0.385, positive
M, 0.595, 0.475, 0.17, 1.0965, 0.419, 0.229, 0.35, positive
M, 0.585, 0.465, 0.19, 1.171, 0.3905, 0.2355, 0.4, positive
F, 0.58, 0.455, 0.16, 0.9215, 0.312, 0.196, 0.3, positive
M, 0.575, 0.435, 0.15, 0.805, 0.293, 0.1625, 0.27, positive
M, 0.655, 0.485, 0.195, 1.62, 0.6275, 0.358, 0.485, positive
M, 0.64, 0.52, 0.2, 1.407, 0.566, 0.304, 0.455, positive
F, 0.71, 0.565, 0.195, 1.7265, 0.638, 0.3365, 0.565, positive
I, 0.635, 0.505, 0.19, 1.3315, 0.5805, 0.252, 0.435, positive
M, 0.515, 0.405, 0.14, 0.8505, 0.312, 0.146, 0.315, positive
M, 0.565, 0.45, 0.115, 0.9085, 0.398, 0.197, 0.29, positive
M, 0.52, 0.425, 0.155, 0.7735, 0.297, 0.123, 0.255, positive
M, 0.645, 0.5, 0.19, 1.229, 0.524, 0.278, 0.395, positive
F, 0.505, 0.41, 0.15, 0.6345, 0.243, 0.1335, 0.215, positive
I, 0.61, 0.46, 0.17, 1.278, 0.41, 0.257, 0.37, positive
F, 0.615, 0.5, 0.165, 1.1765, 0.488, 0.244, 0.345, positive
I, 0.55, 0.44, 0.165, 0.8605, 0.312, 0.169, 0.3, positive
M, 0.745, 0.585, 0.215, 2.499, 0.9265, 0.472, 0.7, positive
F, 0.57, 0.44, 0.14, 0.9535, 0.3785, 0.201, 0.305, positive
F, 0.62, 0.485, 0.22, 1.511, 0.5095, 0.284, 0.51, positive
F, 0.635, 0.505, 0.185, 1.3035, 0.501, 0.295, 0.41, positive
I, 0.54, 0.435, 0.145, 0.97, 0.4285, 0.22, 0.264, positive
